commit,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxNesting
d9545c7f465ed103df44cd93caddfdd265757779,113.0,112.0,154.0,13
8f4496148b643f48ec969f48fdaf5d6d8e6153ed,112.0,111.0,154.0,13
bb0ba9974314da72bba9a6200fa3bd61c4d9eab4,117.0,116.0,154.0,13
dcde8b3dcd8d4411a2311fa0a93ca4ca3b26d61f,117.0,116.0,154.0,13
2fc0f1849bd0d6100719bb53f89f15fbd734157a,117.0,116.0,154.0,13
2e3926b9489cb767b38526a3a72403087053a1d8,113.0,112.0,154.0,13
05a5869a01779e6fb55535aff9b01716aac42dcf,113.0,112.0,154.0,13
577dfd03024f1913c6eba63b43a56d254e694347,117.0,116.0,154.0,13
90a78b83e0b812d1f42501a54372720def4ddd84,113.0,112.0,154.0,13
268ef4d3d07e4cf9909ac060b63b195509391190,117.0,116.0,154.0,13
d66f68ff985f494f3122ab05b532c6e41884ad64,113.0,112.0,154.0,13
7a7d0854ff3cb1bc5b95e9295b9c11089d9a75a6,117.0,116.0,154.0,13
8648eacc1d45a7d25cb4d293549bbe6ae17cbd81,117.0,116.0,154.0,13
5bfc50d6fe58ec38f55efff43220dc3274b4629b,117.0,116.0,154.0,13
1f66975deb8402131fbf7c14330d0c7cdebaeaa2,117.0,116.0,154.0,13
f4beed60d5ef3fdbd31ac5bd3162182fdf2bf0d3,113.0,112.0,154.0,13
3f215b03289ff594f3e4aba7c7a4b774dc4c226e,113.0,112.0,154.0,13
e6273f4da51287363137a24200dd43b87c801b3d,113.0,112.0,154.0,13
6a36e1e7bb64726cc712259aff57179d81361b5d,113.0,112.0,154.0,13
13af774e263341eecdd67e6ca28ecc47d7997152,113.0,112.0,154.0,13
66106691a1b71e445fe5e4d6b8b043dffc7dfe4c,113.0,112.0,154.0,13
b153d2ae9206f752dd383c7bc30a5ab246ee5bcc,117.0,116.0,154.0,13
0f8e831356d4f1a34baf46bb1a6b2d4c89ec9cb8,113.0,112.0,154.0,13
3916adf9978b020f9a9b165f4c1c109046899560,117.0,116.0,154.0,13
d9d501b0683f47f0150ea5c545426f9474cdd350,112.0,111.0,154.0,13
e9980419cb925ba158f3015252e0afa2cea5a1b6,113.0,112.0,154.0,13
9ce2824e4ba56bf0f2017a0e351fa35c22a705ac,117.0,116.0,154.0,13
8e342255224f459ddff4d7f974161ae47d26d1d7,117.0,116.0,154.0,13
0409e0b6dc169b07c05d02e8b62389b1cc975a45,117.0,116.0,154.0,13
73e57aaf4ded85bb5387365f1ebefaabf80cf073,117.0,116.0,154.0,13
a43b68a196652a0c6b054ee4905ac98d1cdcbbb9,113.0,112.0,154.0,13
9e6c1e91a3f06eec45f976ed3ff4e9f445cf7328,113.0,112.0,154.0,13
50b4a7807f5f1db79a0a4f4400c29bc00efbd307,113.0,112.0,154.0,13
f7f90e0f4f58d493242078d17c0eba41dd3f1f79,113.0,112.0,154.0,13
968004c39c65e8a5d1a0b86af75fcf16a5eb6835,113.0,112.0,154.0,13
b051c59a00dbe1b2316d10ac95c789de2ad35d18,113.0,112.0,154.0,13
b15a3e005af07843116c73205742adfbab3d2e82,113.0,112.0,154.0,13
462cbb415e41aa890e78a30a5cc29558baa80b23,111.0,110.0,154.0,13
aa20cbc2e6cc39853dad688fcd7dc51132172fcd,113.0,112.0,154.0,13
2bb73ae8037ae6fd82f002257d04f8cda2a721cd,113.0,112.0,154.0,13
cd82b7a0f7217d82dd04fd95f88f0cb3294199f6,111.0,110.0,154.0,13
d2986d0f290a065fb8a534fabfff36c40d37ae97,113.0,112.0,154.0,13
d615628c354ad2aaf3f3f37b3f84ddcc7c3537c6,113.0,112.0,154.0,13
d3621de789ab57739f48b065751089d828b50240,113.0,112.0,154.0,13
6d5badb2389d5d1d0752a230cd7ee74bb4043893,113.0,112.0,154.0,13
9e6a4cfc38aa81055d0b7d6fb94dc7b31809daa9,113.0,112.0,154.0,13
799e09e5fb9e23e2baae164ddc84a03879db6a6a,113.0,112.0,154.0,13
4aa2c4753d152aef810eaf3f3f4fa1df7035d9b0,113.0,112.0,154.0,13
e2522f2acaec35130520f76c36c711b2011ed310,117.0,116.0,154.0,13
7063693d51778815cfb9a4bc1e4e6d16f13589e7,113.0,112.0,154.0,13
4b0891ffe4ec3aef081cf48c5f9a747586076f7a,113.0,112.0,154.0,13
d2554c7207896136ad2033776efd29578592a3fb,113.0,112.0,154.0,13
51dd3e81d4b5098d7eca9a1370616b8e8f7784c2,113.0,112.0,154.0,13
6f27b941f2664c1653d0c4edcec5686119f0c023,117.0,116.0,154.0,13
22a7233584b1983e2a7337d3b0f2c13f0cc34651,117.0,116.0,154.0,13
ee87a6e7404549d2be738bd54f2f191e8b5ea352,117.0,116.0,154.0,13
30b5ae4d41c7e5b5655fb0e737db4764a17033c0,117.0,116.0,154.0,13
5cae882d27c99604bc654ea35102d17b178affdd,117.0,116.0,154.0,13
901f9c6d42dd9857ecdac76413014c1497d34614,117.0,116.0,154.0,13
6ca4c390933597f20db006445e844797ca7cd2c9,117.0,116.0,154.0,13
6c0c2bf56c7a3484d157661fb4660f5aefe67a83,117.0,116.0,154.0,13
a48f9bb1b31329b29eed9808844c147f613b59ad,117.0,116.0,154.0,13
574f5a59d85153309ea9856f425ca610074e1116,117.0,116.0,154.0,13
b802355863814b331ffc4ae029b228472e874d1f,117.0,116.0,154.0,13
0c1138cbdbf7a82f8373077b77a1878f742a5222,117.0,116.0,154.0,13
b76184e41003c6bd4731d79474c72449f854b37c,117.0,116.0,154.0,13
161fcbe9884466e95cf5b1c7cd22f64a16a24045,117.0,116.0,154.0,13
8bcba3d0d60d859c1494cdb59301cf84befcdfaa,117.0,116.0,154.0,13
7243f5f3507abe3d083ec18e44bc7cb464fa06f4,117.0,116.0,154.0,13
e9c6b279b8226b2ab93a6a550a654640ccc5b256,117.0,116.0,154.0,13
10a9ddba2c3478c8080acc1b2c83d75d09ee2492,117.0,116.0,154.0,13
1ffec303ab043c392e480d37df2b34e40f3d4bd0,117.0,116.0,154.0,13
d7263d097c4510d864f8c9ff808bc9b377f0bf8f,117.0,116.0,154.0,13
71dac5cef57daacb35a56b4b54e1a30bc6417968,117.0,116.0,154.0,13
2f63cea963667d17271d96196b6ef1605790032a,117.0,116.0,154.0,13
c84a86c99526b88cfd7664888ecbfd28f35a025f,117.0,116.0,154.0,13
91b769c48f4cf46d9514770849a1bf9cb33430c3,117.0,116.0,154.0,13
fe17fc0006927246c5905ef9352e7e89a3c5814b,113.0,112.0,154.0,13
fb85db84dcc36dcc3cdd5fc744280334bbe8eb47,113.0,112.0,154.0,13
a1bc3dd46433c6e7e6f1ca5f3bd5429858a60078,117.0,116.0,154.0,13
29e54b019f55f48af3f0d4c62eede86058c16b52,117.0,116.0,154.0,13
6326f199252a1a5fbdea105473f8305d850cdd87,117.0,116.0,154.0,13
0719f3eecd1234f6331cab980088239207e93335,113.0,112.0,154.0,13
6835314459794831a1b88bed56549653710e910c,117.0,116.0,154.0,13
984ad9e56c9d884f7f1aa7d6b2052f3fb082ee5d,117.0,116.0,154.0,13
860a2ebecd26563e6ac0f89c90052b41a17d1703,113.0,112.0,154.0,13
9f23e040615857e3909db51a5420f338c9831b5a,117.0,116.0,154.0,13
c88098d7f19c6322fbd911bb89e2efd246bf75c4,117.0,116.0,154.0,13
d9925d1a714a440f4063f64e1bd776194d2dd918,117.0,116.0,154.0,13
0f974e2124e5220674eee079988b87e23f5e2de1,113.0,112.0,154.0,13
34d8f5a8aa4aa17af3158f325173eb08c9c05eb1,113.0,112.0,154.0,13
a7d4c49a8201f75699bf59852ef8e345f41a12b6,117.0,116.0,154.0,13
f6136f3c39a4e7b9b98c11e69d38e15f5705204b,117.0,116.0,154.0,13
283badc38e99f1dcdbb7bc5f6b5b3ace886b3bfd,117.0,116.0,154.0,13
389c3289cfa5bc0a232ad52df70fae1f6863d1a4,113.0,112.0,154.0,13
0b65a8dbdb38962e700ee16776a3042beb489060,113.0,112.0,154.0,13
71abeb753fa835642acb952316266dde21d7cec6,117.0,116.0,154.0,13
bd8f0055836e7f9c5010d5ed81d3b20a835e44c8,113.0,112.0,154.0,13
b8ba412bf7c38ac86dbaebdf939b0039bacf434c,113.0,112.0,154.0,13
ae9f6311e9c15d7968c2d03eab6e929e9c9d5f42,113.0,112.0,154.0,13
f0bca72dc77f62d61fc355bd6fe6e32b194950b8,113.0,112.0,154.0,13
2a0e6cdedab306eccbd297c051035c13d0266343,117.0,116.0,154.0,13
6f8d9bccb2c3694c62d14225976689c1e8c50fa5,113.0,112.0,154.0,13
b333d0d6f450d4f9c4535fd9fd6e0f4ef367507c,113.0,112.0,154.0,13
634d2344e608c218e8163fe0b14e50ec1a62066a,113.0,112.0,154.0,13
5580b271af518bae30148edfd42cc8459d8da384,113.0,112.0,154.0,13
3a39f61e0468d7aea1a6f57ddbdcc74aaafa8410,113.0,112.0,154.0,13
a28705da929ad746abcb34270947f738549d3246,117.0,116.0,154.0,13
25c7aeb1adee0a62bc53c2f3bf8d051f035f1922,117.0,116.0,154.0,13
efe472813d60befd72d6e2797934c90b22a26c93,117.0,116.0,154.0,13
fa96ea1b883bf83fc488f999c58396bbab1860c1,117.0,116.0,154.0,13
cf596442c6a18268f3f0d95cf7615a613102746f,117.0,116.0,154.0,13
12fd3496d19c33c6401c5fdc7558944d46124a0f,117.0,116.0,154.0,13
3a8af7be8f977cbf393dc77884a9ee6dfd611d95,117.0,116.0,154.0,13
71564516deccafba0a58129bd7d3851e28fdb4bb,117.0,116.0,154.0,13
8a679de6f1a4bd077f828273f75eea46947b5b73,117.0,116.0,154.0,13
8169d0d06ad721aa54d95f044f4b097d79151ea2,117.0,116.0,154.0,13
6e30b2f652d0a6748e2041dee5b5612cafca29b2,117.0,116.0,154.0,13
1354c9b2ded11a2bc24e04b98268a5969b44c666,117.0,116.0,154.0,13
64093fc06a871f71316211a2aea6bb46c49b20ab,113.0,112.0,154.0,13
2721ce21e439ee0726dc69073acd7e0d2b2407b3,117.0,116.0,154.0,13
44f243d356a6402878b2b3e098fd8cfa4fe1aaf5,117.0,116.0,154.0,13
346ef53058ef25f5a7273ee77c03ebc5f732ad77,117.0,116.0,154.0,13
b5f62ebea55a07dbd9f68f33f5efbd0437946220,113.0,112.0,154.0,13
9318c5dd140b55c0384843c57b4b24a378cd5068,113.0,112.0,154.0,13
e8e44de7874f6ea7cdf35b526f790cc7fa8f34e6,113.0,112.0,154.0,13
ef635b9056e23c06b4b5bcb4de294c1f6d9dda24,113.0,112.0,154.0,13
873700c92e01dbd5ccbe5d36878bb96d1bef3c36,113.0,112.0,154.0,13
7fcbd37f9c1b7413b408d0223344d070613777ac,113.0,112.0,154.0,13
45a3e52641fd58c2ebaba2fd2a03308fd6ab8a0a,113.0,112.0,154.0,13
79891cb90a4e5b2680308ba2b757a218b9aaa14c,113.0,112.0,154.0,13
3d9ff4d736475bc74ed249c579b3ad7322e22b85,113.0,112.0,154.0,13
569e554be9cb88047d9f2752750e0c260241f446,113.0,112.0,154.0,13
6d43a0cefd769c650bd114f41434ef5a7aa998e7,113.0,112.0,154.0,13
269a7a831636b7c7a453f6621fc8b440ff28a408,113.0,112.0,154.0,13
cdc37277f904ff5c832f04db9e799bccd9672ea5,113.0,112.0,154.0,13
2997178ee63c76a4c449f35f299e20b32956795a,113.0,112.0,154.0,13
079aa97e24daff1329f041e00ba621b0afd59163,113.0,112.0,154.0,13
cccf74e2da85808478c784e403a69bbfe2b9f518,113.0,112.0,154.0,13
ed008d7bb957ccfbe32c95aad74ee78e0e31de16,113.0,112.0,154.0,13
d993ce1ed2f025708b0f78bed241466e35f1e8a0,113.0,112.0,154.0,13
e1d09701a4fa3a4d15dd005e2b698934e4ae9ae0,113.0,112.0,154.0,13
31da121f2d316575ec3c82dfc0c7442cdb7a7740,113.0,112.0,154.0,13
905f27b86ac1f50c6870a064c3b5b9d82c97a145,117.0,116.0,154.0,13
e26a8c4721ceaf4c59e33bbd4e60f777b7ea9b62,117.0,116.0,154.0,13
19a7f24b6f8aa89ea5899c928c2fa350f4b1521e,111.0,110.0,154.0,13
fcf0fe9e698b7ec3de4e8565030886fc4e4a2757,117.0,116.0,154.0,13
066790d7cb0fa22e64f1276d8a0e33d18484f62a,117.0,116.0,154.0,13
9b35cadc2c7660745264041317f5982e1dde3f88,113.0,112.0,154.0,13
cc6ee97cb30828a9185139f91c4de3439f381c1e,117.0,116.0,154.0,13
4322353bfb53a83e6657af50603d3521ee9d7d0c,117.0,116.0,154.0,13
efee9553a4f97b2ecd8f49be19606dd4cf7d9c28,117.0,116.0,154.0,13
01247e0299b34b9b46d96d5850a24583e39deabe,113.0,112.0,154.0,13
73bc4b4928e0111aa97c9963535223abb6fb2545,117.0,116.0,154.0,13
6d41eb685a709b405ba0119453aaad3ad3888b7c,117.0,116.0,154.0,13
0196c75e14b52558bd071dc86ccf037cdcd60159,117.0,116.0,154.0,13
6d8c5454b6f29568cd4ed231160f82c9579fe1f2,117.0,116.0,154.0,13
ab7797dbe95fff38d9265869ea367020046db118,117.0,116.0,154.0,13
18a74a092bff41f1ffe10bd2463d3eed9a04435d,113.0,112.0,154.0,13
067622b0e8afde8b39884e221b7a56299036f6d9,117.0,116.0,154.0,13
4633a846f5cf085bc11de702d0e78177aa44a907,117.0,116.0,154.0,13
2eed2780f0e36e4a9038d65d9125cde5d5e1d2c6,117.0,116.0,154.0,13
ffeef642310f00bc43341bcb9eeadf06e0fd5904,117.0,116.0,154.0,13
a873924483ec6ec548e94d723fe62875b1a4ec93,117.0,116.0,154.0,13
3bc581b9406e1e9a3f879d379106ee1e3bc48f5c,117.0,116.0,154.0,13
d24b21e9fcaa9ed4b7966275a8d82406f578577d,117.0,116.0,154.0,13
0fe5043dad74352c08447eb1913df0b6c3f2731c,117.0,116.0,154.0,13
2880d16f09635f9d43247b27fd7e6508b992e599,117.0,116.0,154.0,13
c5119dcf493a7b13b6a3e586e8d771a9e1d4975e,117.0,116.0,154.0,13
841caad903f2b160e9f5ff05f961d20ad9085ddc,117.0,116.0,154.0,13
0767172b9068b225c06fd7ce66422e5936ec60a2,113.0,112.0,154.0,13
fdba2cdec47b1760422107c671feef1d2a57b8af,113.0,112.0,154.0,13
bab748371a104c58058c0eff9f4073b710ce0355,113.0,112.0,154.0,13
e3efa94be985c398b2118c3c7f7f9bfe3d056687,117.0,116.0,154.0,13
d2addc3b96886bb4dee71ef36684c8010bc37d16,113.0,112.0,154.0,13
5819c2eeffee489142d62607a5cb19c65167b9e6,113.0,112.0,154.0,13
09667d013c91124ac0ff870322e184f0de53744f,113.0,112.0,154.0,13
f79358279c4b447b1318a922e15705d2a00fc5a2,113.0,112.0,154.0,13
4e1b06da252a7609f0c6641750e6acbec451e698,113.0,112.0,154.0,13
412b9a16a007df93adcc88c0963a31399013ea37,113.0,112.0,154.0,13
6d523a3ab76cfa4ed9ae0ed9da7af43efcff3f07,117.0,116.0,154.0,13
d426430e6ec2a05bf0a4ee88c319dd6072908504,117.0,116.0,154.0,13
adb3356664fbf15646fd90eb1d5ddd9e66ce913f,113.0,112.0,154.0,13
ae989a61dad98debe9899823ca987305f8e8020d,113.0,112.0,154.0,13
9dc3515cf005639317fb95492b3157aadf056923,113.0,112.0,154.0,13
fce04c3ca695d32c1b3c59e1bfc1fb4019025c72,118.0,117.0,154.0,13
6ea57703f660afd00159b67bf8749d90881df3b4,117.0,116.0,154.0,13
4d7b0efc5e2eea1923803dd9c5d5d1288c99cd00,117.0,116.0,154.0,13
11f4eb19843c28b1c50d3c1bef1183e6313b87b8,117.0,116.0,154.0,13
c1496934cfd6603ac3fbf74cc3a16fcd584d5484,117.0,116.0,154.0,13
82f6178af6d8a54718c7f45977622f96af9e6f95,113.0,112.0,154.0,13
60452a30f5971c54ecdcd1bd389c1cabbbc844f5,113.0,112.0,154.0,13
5c1ebcca4d1df3b2a84d01b3f32ec13bf8f760f8,113.0,112.0,154.0,13
5f4e3bf536621675efd51020eb2950986b882e18,113.0,112.0,154.0,13
c2691e2add93453cfbcfe11ffcf2880d107d67f8,117.0,116.0,154.0,13
ef1cf0167a362cd504afdcc0eef4c3200ea6dfbb,113.0,112.0,154.0,13
df5a925523e627cd20ce11f570d418dfae2ac7d8,117.0,116.0,154.0,13
fda65fadb6e98b5b8ea8058bbeaa29d983f335cb,117.0,116.0,154.0,13
269085e16e26d5096b5458ae89d63eb27de26eb7,117.0,116.0,154.0,13
deee904aacccfcba5e38f9803799cd2e3a7d62ce,117.0,116.0,154.0,13
2ff7dff01e620dc87144e076d5bb7e866377df6a,117.0,116.0,154.0,13
cf4c2cfe52be5bd973a4838f73a35d3959ce2f43,117.0,116.0,154.0,13
a52397cce6c1049c3c9507d734243ee125d11f0c,117.0,116.0,154.0,13
2cb040baa6fcb8a6314a54933cbcb4d3fcb60401,117.0,116.0,154.0,13
661c3e9bc064564a492281364413dc805eaddf95,113.0,112.0,154.0,13
3d0a83382f26c5385ffcfa3fb0d9b7d69d998647,113.0,112.0,154.0,13
5f35900849eef5d8cde864fbd06f37c475c22c0a,113.0,112.0,154.0,13
924b7eb1c983c845203a5c2fd80fe499acff6e84,117.0,116.0,154.0,13
afc676f2c9e20a5b38d61c7803468d33e2ff45f2,117.0,116.0,154.0,13
9b561499963d3f8b9ad15f5eae667ec5558f5af1,117.0,116.0,154.0,13
b4da9d62f91d66ab97815007105b42a2aa5846b5,117.0,116.0,154.0,13
4e8161a82e5449976392517968b2d1bb56109b29,117.0,116.0,154.0,13
09bdff29e1b73ce264c7ddc3e19e1269ee7c610e,117.0,116.0,154.0,13
33ba9c648b6753a4184e53ffb89f0a924f9f7b7e,113.0,112.0,154.0,13
054a5aee6f3e8e90d96f7b3f76f5f55752561c59,113.0,112.0,154.0,13
3324dd8f267cb59cdd42ac33727b6844921d5017,113.0,112.0,154.0,13
e51217e15c3eb89d18b313dad32db1787d4f2a44,117.0,116.0,154.0,13
5caeeb83bcb88622db739fe27ee8bfc64e9cbf21,117.0,116.0,154.0,13
9d9babb84d45234132f3cb1f4527ce1106e3d2ec,113.0,112.0,154.0,13
18547aacf5ced88bf83d85b03b2b7b3fc6aa3f6c,113.0,112.0,154.0,13
695f95ba5dc4ab44f327574f85c3ebe7ebf449b1,113.0,112.0,154.0,13
5e5be9e257239b3599701f05518ce9e45f565e9f,113.0,112.0,154.0,13
b8e47d1acfa299299d1120241bdc6164867d1289,113.0,112.0,154.0,13
57f5d52a942e8bbfa82e2741faf050de0d6b3eb3,113.0,112.0,154.0,13
5ce5f5fa5ad3de3c36fdd00df2d5c045ad1d7f04,113.0,112.0,154.0,13
19e9542fa29ec3027a5169ac5d1fc740405dc234,117.0,116.0,154.0,13
03c39b34589897824385c884cd9c5707ba93a238,117.0,116.0,154.0,13
08aade7080ef7955eb356c6590187be3b55dcbcd,113.0,112.0,154.0,13
de61cebde72a15b85b6e6a06ef4c3614b6afdac8,117.0,116.0,154.0,13
023ff39b2994804e4a7b2274b22336bdb37d4a54,113.0,112.0,154.0,13
a199a7c9d07fa883fa219775c0e6069aeb84cdf3,117.0,116.0,154.0,13
6bc91f23a6e14d540ab6950b438d40cf678143f0,117.0,116.0,154.0,13
bc437d10202c015a5733f706dc44fa6bbf4d85b9,117.0,116.0,154.0,13
4df7c8a0375803b952bad31ac29578cfd56a2ac1,117.0,116.0,154.0,13
6523728499e77afaed0008875b19b308682c3f88,113.0,112.0,154.0,13
1f5d429e4a15e909214785e30bb81168932fdc54,117.0,116.0,154.0,13
674d38f55b6d6b9f1cea8821f09670e07c1c7961,117.0,116.0,154.0,13
7758b02b44318cd637f0608d02562d7982bad42d,117.0,116.0,154.0,13
7a738b40f67fc44c2a2c1abcffe474241af3d30e,117.0,116.0,154.0,13
1e4bf907890e094f1c1c8c5086387e7d5fdb0655,117.0,116.0,154.0,13
e25a4ded8a47333a4c71a224927d6df87d7c295e,117.0,116.0,154.0,13
979f030359f6830fbaebd0c76e9aad5f86993fef,117.0,116.0,154.0,13
1d77bed8b02d902f11310f578debe933b90791f6,117.0,116.0,154.0,13
5854b36c4ad53b54954abf738514bf8ae8ad53cc,117.0,116.0,154.0,13
5c589a73de4394ad125a4effac227b3aec856fa1,117.0,116.0,154.0,13
3c8ede3ff312134e84d1b23a309cd7d2a7c98e9c,117.0,116.0,154.0,13
c61b2af7bd2c7225bcf576a39c245cebf9397ead,113.0,112.0,154.0,13
e82675a040d559c56be54255901138a979eeec21,117.0,116.0,154.0,13
deb9c1575c456b9d12ff05fdd2bec516dfb34ae4,113.0,112.0,154.0,13
cbcd2cbd5942cc890c1a1125593e1108c3e6a077,117.0,116.0,154.0,13
3d75bba28d8665ec43f1faffce38d5817c77ebe8,117.0,116.0,154.0,13
ee861e0f78367ff0e94feeb42f721ef83ceec251,117.0,116.0,154.0,13
e04d08a4b3373972717c805ae8e788219b873b2a,117.0,116.0,154.0,13
7eb6e10c9d7f43913615667740d1b22055cfba1f,117.0,116.0,154.0,13
dabd35f4cdd8bcfa502d082da5a3e4b927a2b329,117.0,116.0,154.0,13
54307ea7c3ced760ee375483a786ec7180798aed,117.0,116.0,154.0,13
715a51bcaf4f8625e99a972326bfce3fdace3071,113.0,112.0,154.0,13
d604176d23a69c7f690f0379b82b789732a4278f,117.0,116.0,154.0,13
58142c09a4fe825912e5a2ebfa1ba5f7f6d8beb5,117.0,116.0,154.0,13
6d308627cae4d34c058591de73ce14a52b79cf4e,117.0,116.0,154.0,13
080739ba1db7897dde53427937acc011ea98a006,117.0,116.0,154.0,13
2af7da9f8fb68337030630d88c19db512189babc,117.0,116.0,154.0,13
d751dd11ae16fd4e2410d3a32c8e2d951fafc923,113.0,112.0,154.0,13
89b8710fce0d1b3d99c0a1c218bacb82ff0811e4,117.0,116.0,154.0,13
bb2d8a817df91c68742e10ace2a791de176f7247,117.0,116.0,154.0,13
493ddea54d32cea8e99029a21d16cfdd164d31fd,117.0,116.0,154.0,13
